data_hora,equipamento_id,tipo_operacao,cultura,umidade_solo,precipitacao_24h,precipitacao_prevista,temperatura,declividade_terreno,distancia_corpo_dagua,tipo_solo,historico_sinistros_area,horas_uso_equipamento,ultima_manutencao_dias,velocidade_vento,risco_label
2026-09-28 15:15,TRAT-003,transporte,cana,63.7,22.5,13.6,27.7,4.2,154.9,argissolo,1,1988.7,92,25.7,1
2026-09-29 14:00,PLAN-001,campo,soja,67.4,23.6,10.8,31.8,8.1,152.1,argissolo,4,900.8,15,22.4,1
2026-09-30 07:45,TRAT-001,campo,cana,48.2,16.8,9.4,25.2,19.4,473.0,latossolo,0,248.8,32,8.4,0
2026-10-01 09:00,TRAT-001,campo,soja,57.7,21.7,14.5,29.2,10.5,412.4,latossolo,2,250.4,83,12.7,1
2026-10-02 06:15,TRAT-003,campo,soja,78.8,21.2,7.2,23.7,6.0,92.6,gleissolo,5,1990.5,73,8.6,1
2026-10-03 09:45,TRAT-001,campo,soja,69.6,5.8,2.2,24.9,7.0,139.1,argissolo,3,251.9,11,12.0,1
2026-10-04 09:30,TRAT-001,campo,milho,83.1,41.2,13.0,24.8,2.6,194.9,argissolo,0,252.6,59,17.8,1
2026-10-05 09:00,COLH-005,campo,cana,30.8,7.2,1.0,26.1,5.8,533.6,latossolo,0,1116.3,80,25.8,0
2026-10-06 08:45,COLH-003,transporte,cana,69.2,43.8,2.4,24.5,14.3,122.1,argissolo,0,1572.2,90,15.6,1
2026-10-06 06:45,COLH-005,campo,soja,65.8,15.4,10.2,24.1,17.4,249.9,argissolo,2,1117.3,9,23.4,1
2026-10-06 06:15,COLH-005,campo,milho,78.1,27.3,13.4,32.2,17.7,203.9,argissolo,2,1118.3,90,6.5,1
2026-10-07 06:00,PLAN-002,campo,soja,77.1,48.3,13.1,32.9,4.4,33.8,gleissolo,2,1702.0,95,14.6,1
2026-10-07 15:30,COLH-001,transporte,soja,83.3,54.6,3.7,31.7,7.8,69.5,gleissolo,4,1392.7,26,6.0,1
2026-10-08 15:15,TRAT-003,transporte,cana,62.1,10.3,6.1,27.5,17.3,275.5,latossolo,2,1991.5,51,26.6,1
2026-10-08 06:30,COLH-001,campo,soja,31.5,23.1,2.3,28.9,19.6,366.3,latossolo,2,1393.8,89,25.0,0
2026-10-09 15:30,COLH-001,transporte,soja,87.2,26.6,6.1,29.7,17.9,111.0,gleissolo,4,1395.8,84,19.6,1
2026-10-10 08:00,TRAT-001,campo,milho,58.8,44.7,4.3,23.1,11.7,198.0,argissolo,4,253.9,48,22.2,1
2026-10-10 07:30,COLH-003,transporte,soja,62.8,25.3,1.9,31.1,18.9,218.3,argissolo,1,1573.0,43,17.7,1
2026-10-11 15:15,COLH-001,campo,cana,75.2,33.6,7.8,25.0,7.6,193.0,argissolo,4,1397.3,29,23.7,1
2026-10-11 15:45,COLH-003,campo,soja,38.6,2.0,3.4,26.8,11.8,221.5,latossolo,1,1573.5,38,18.0,0
2026-10-12 15:45,TRAT-003,campo,soja,68.7,12.8,7.9,30.3,9.9,401.7,latossolo,0,1992.7,25,26.7,0
2026-10-12 06:00,COLH-001,campo,soja,64.1,20.0,4.4,22.3,4.1,73.5,argissolo,4,1398.3,58,5.2,1
2026-10-13 07:45,TRAT-001,campo,milho,49.2,7.7,2.3,26.1,8.5,174.6,latossolo,5,254.6,82,7.2,1
2026-10-14 15:45,TRAT-003,transporte,milho,54.9,9.7,4.5,26.1,2.3,493.6,latossolo,2,1993.8,61,21.7,1
2026-10-14 14:30,PLAN-001,campo,cana,73.6,28.1,0.8,28.8,5.0,88.5,argissolo,3,901.3,69,25.5,1
2026-10-14 08:15,TRAT-004,transporte,cana,54.3,10.0,0.2,32.3,1.9,593.8,latossolo,1,1462.9,28,14.0,0
2026-10-15 08:00,TRAT-002,transporte,cana,40.2,2.2,1.5,26.9,4.6,229.2,latossolo,2,723.6,46,8.4,0
2026-10-16 06:30,TRAT-003,campo,milho,66.0,1.3,1.2,29.2,5.9,667.9,latossolo,2,1995.3,69,13.2,0
2026-10-16 09:45,TRAT-002,campo,milho,55.6,27.2,8.8,23.2,15.6,232.7,argissolo,2,725.2,21,11.3,1
2026-10-16 07:30,PLAN-001,transporte,soja,82.3,23.1,0.0,27.6,16.8,134.8,argissolo,2,902.0,88,27.3,1
2026-10-17 14:30,COLH-003,transporte,cana,41.3,4.0,2.7,22.8,3.2,612.4,latossolo,2,1575.0,20,23.9,0
2026-10-18 07:30,COLH-001,campo,cana,69.3,8.5,2.3,29.2,1.8,285.3,latossolo,2,1400.1,22,19.5,0
2026-10-19 06:15,COLH-003,campo,cana,71.1,36.5,9.7,22.9,2.1,202.5,argissolo,2,1576.6,61,20.1,1
2026-10-20 09:15,TRAT-001,campo,milho,79.4,20.9,4.2,33.1,8.1,70.0,gleissolo,0,255.3,83,19.0,1
2026-10-20 09:30,TRAT-001,campo,cana,60.9,37.8,5.9,32.4,12.0,91.8,argissolo,3,257.0,26,17.2,1
2026-10-20 14:15,TRAT-002,campo,cana,89.6,32.3,12.7,22.3,19.4,109.3,gleissolo,5,726.3,73,18.7,1
2026-10-21 09:00,COLH-001,campo,milho,48.7,9.0,3.8,32.6,5.7,524.1,latossolo,1,1400.6,58,16.8,0
2026-10-22 08:00,PLAN-002,transporte,cana,68.3,22.9,3.0,26.0,2.7,529.3,latossolo,2,1703.3,17,4.7,0
2026-10-22 08:15,TRAT-002,campo,milho,85.4,30.7,1.1,29.2,9.6,103.9,gleissolo,0,727.8,85,14.7,1
2026-10-22 09:30,TRAT-002,transporte,soja,81.0,48.2,1.0,30.1,11.8,69.8,gleissolo,2,728.5,53,13.6,1
2026-10-23 14:00,COLH-005,campo,milho,81.8,62.2,11.7,27.4,7.6,85.7,gleissolo,1,1118.9,18,6.5,1
2026-10-23 14:15,PLAN-001,campo,milho,37.4,3.4,0.2,23.5,12.3,491.5,latossolo,2,902.5,88,22.1,0
2026-10-23 09:30,PLAN-002,campo,milho,88.2,26.5,3.6,31.8,11.8,76.6,gleissolo,0,1704.4,59,12.3,1
2026-10-23 08:15,COLH-005,campo,milho,72.4,43.5,9.2,27.0,4.5,116.2,argissolo,3,1120.3,10,15.9,1
2026-10-23 09:15,TRAT-004,campo,milho,83.0,57.2,0.1,22.1,8.1,63.8,gleissolo,4,1464.7,19,7.4,1
2026-10-24 06:15,TRAT-004,campo,soja,81.8,45.0,2.7,22.3,17.1,94.7,gleissolo,0,1465.9,7,24.0,1
2026-10-24 07:30,COLH-005,campo,milho,84.3,44.9,13.2,32.5,2.7,238.2,argissolo,0,1122.2,21,23.1,1
2026-10-25 08:45,TRAT-004,transporte,cana,63.8,10.9,3.7,29.6,6.7,220.9,argissolo,0,1466.6,70,27.2,1
2026-10-25 09:00,TRAT-003,campo,cana,70.6,12.2,10.7,28.3,10.4,124.9,argissolo,3,1996.0,65,10.4,1
2026-10-25 07:15,COLH-005,transporte,milho,45.1,3.9,4.2,25.1,3.1,383.8,latossolo,0,1123.0,42,14.7,0
2026-10-25 14:30,COLH-003,campo,milho,42.7,9.6,0.9,24.8,13.4,592.5,latossolo,1,1577.6,15,11.1,0
2026-10-25 07:00,TRAT-002,campo,soja,75.3,15.0,11.2,31.2,17.1,116.8,argissolo,1,729.9,95,18.5,1
2026-10-26 08:30,COLH-001,transporte,milho,90.2,20.5,9.8,33.9,19.1,104.0,gleissolo,3,1401.6,34,9.4,1
2026-10-27 14:45,COLH-005,campo,soja,60.8,17.4,3.1,27.4,11.8,253.3,latossolo,1,1124.0,22,17.9,0
2026-10-27 15:30,COLH-001,campo,milho,78.4,26.5,4.9,22.3,16.0,130.7,argissolo,1,1403.2,24,27.5,1
2026-10-28 07:45,TRAT-002,campo,soja,68.5,16.0,4.6,24.1,14.0,330.9,latossolo,0,730.6,9,23.8,0
2026-10-28 07:00,COLH-003,campo,soja,48.2,9.2,0.1,25.9,18.3,438.4,latossolo,1,1578.9,25,27.8,0
2026-10-29 15:00,COLH-003,transporte,soja,47.3,17.7,7.1,29.2,18.9,263.1,latossolo,2,1579.6,30,16.1,0
2026-10-30 06:15,COLH-005,campo,milho,64.9,27.8,7.4,27.6,2.2,99.4,argissolo,0,1124.7,41,19.5,0
2026-10-31 09:15,COLH-003,campo,cana,82.3,12.3,8.5,26.7,19.0,141.6,argissolo,1,1581.1,25,10.6,1
2026-11-01 15:15,COLH-005,campo,cana,60.2,12.6,11.7,26.9,4.5,352.8,latossolo,0,1126.6,69,5.1,0
2026-11-02 08:45,TRAT-004,campo,soja,35.5,16.8,7.0,27.5,3.0,540.0,latossolo,2,1468.4,36,21.1,0
2026-11-03 07:15,TRAT-001,campo,soja,45.6,1.9,3.8,30.1,4.3,444.1,latossolo,1,258.5,27,9.2,0
2026-11-03 15:00,PLAN-001,campo,cana,75.7,22.8,9.0,22.6,8.5,70.6,argissolo,1,903.5,36,13.0,1
2026-11-03 09:00,TRAT-001,campo,soja,83.8,8.9,4.2,30.0,14.9,62.6,argissolo,0,259.1,58,16.3,1
2026-11-04 14:15,PLAN-001,campo,milho,44.3,4.3,2.0,25.8,8.7,267.6,latossolo,1,904.4,33,5.6,0
2026-11-05 06:15,COLH-003,campo,cana,58.5,19.8,13.8,28.8,6.2,694.8,latossolo,0,1582.5,81,11.8,0
2026-11-06 08:15,COLH-001,transporte,cana,54.3,14.6,5.7,29.7,5.8,334.3,latossolo,2,1405.2,95,27.7,1
2026-11-06 07:45,TRAT-004,campo,soja,38.1,9.4,3.2,24.9,14.9,424.3,latossolo,1,1469.6,47,7.2,0
2026-11-06 15:30,TRAT-001,campo,cana,51.6,22.7,10.0,25.0,14.2,283.2,latossolo,2,260.8,33,18.6,0
2026-11-07 09:00,TRAT-002,transporte,soja,94.8,62.2,1.9,24.1,11.7,34.7,gleissolo,1,732.0,35,16.2,1
2026-11-08 07:15,TRAT-004,campo,cana,47.9,15.9,4.1,31.4,3.0,306.9,latossolo,1,1470.6,55,13.1,0
2026-11-09 07:45,TRAT-001,transporte,milho,93.4,46.8,2.3,30.7,6.3,98.3,gleissolo,3,261.9,44,14.9,1
2026-11-10 08:15,COLH-005,campo,soja,59.2,9.4,2.0,27.0,8.8,623.9,latossolo,2,1127.1,52,13.2,0
2026-11-10 06:00,COLH-003,transporte,soja,40.2,22.8,10.8,28.1,10.5,390.0,latossolo,2,1583.9,52,20.7,1
2026-11-11 07:45,TRAT-001,transporte,milho,75.9,30.8,3.9,27.5,14.1,185.3,argissolo,2,263.0,36,18.5,1
2026-11-11 06:00,COLH-003,campo,cana,93.2,59.4,2.5,27.1,14.3,37.2,gleissolo,4,1585.4,73,19.8,1
2026-11-12 15:00,TRAT-002,campo,milho,79.2,53.7,10.5,22.1,4.6,54.2,gleissolo,3,733.1,5,6.3,1
2026-11-13 15:30,COLH-003,campo,milho,49.5,12.6,1.7,28.8,5.4,223.9,latossolo,0,1586.5,12,22.0,0
2026-11-13 09:45,PLAN-002,campo,cana,45.1,6.9,1.7,29.0,10.3,311.2,latossolo,2,1706.4,17,4.2,0
2026-11-13 06:15,PLAN-001,transporte,milho,77.8,42.3,7.1,26.0,9.4,247.4,argissolo,1,906.1,92,25.4,1
2026-11-13 15:45,COLH-003,campo,milho,75.1,59.2,6.0,32.0,18.6,102.6,gleissolo,0,1588.2,82,6.9,1
2026-11-13 09:45,PLAN-001,campo,soja,67.7,8.1,3.2,32.5,19.4,500.9,latossolo,2,908.1,46,20.3,0
2026-11-14 15:00,COLH-001,campo,milho,93.1,53.0,4.4,24.3,4.1,107.1,gleissolo,4,1406.0,78,22.8,1
2026-11-14 09:00,TRAT-005,transporte,cana,92.9,63.0,7.2,28.5,6.0,72.0,gleissolo,1,1218.7,89,20.8,1
2026-11-14 08:45,TRAT-005,campo,milho,75.1,31.6,13.8,29.6,10.6,240.3,argissolo,2,1219.4,47,24.9,1
2026-11-14 09:45,PLAN-001,transporte,milho,77.3,23.9,1.3,30.9,18.8,50.1,gleissolo,5,909.0,19,17.7,1
2026-11-15 14:00,TRAT-005,campo,cana,46.9,19.3,12.0,33.2,3.8,363.5,latossolo,2,1221.3,82,18.2,0
2026-11-15 08:15,TRAT-005,transporte,milho,63.5,34.9,12.7,31.9,2.1,79.5,argissolo,2,1222.0,44,16.1,1
2026-11-16 15:15,COLH-005,campo,milho,36.1,17.9,12.7,33.2,5.7,595.6,latossolo,2,1128.1,11,26.2,0
2026-11-17 08:15,TRAT-001,campo,milho,43.9,9.8,0.4,30.7,6.7,410.4,latossolo,0,264.9,94,24.6,0
2026-11-17 14:00,TRAT-005,campo,soja,69.5,40.9,3.1,31.7,5.1,138.4,argissolo,5,1223.5,6,12.7,1
2026-11-17 09:45,TRAT-003,transporte,soja,67.8,2.9,2.6,26.1,9.5,410.6,latossolo,0,1997.1,85,21.3,0
2026-11-17 09:45,TRAT-005,campo,soja,75.8,36.8,9.9,31.3,17.5,125.1,argissolo,5,1225.3,53,10.6,1
2026-11-18 06:00,TRAT-002,campo,cana,55.7,27.9,8.6,25.3,15.3,151.9,argissolo,4,734.8,28,13.2,1
2026-11-19 14:15,TRAT-002,campo,cana,78.7,56.6,0.3,28.7,11.4,101.6,gleissolo,4,736.8,67,5.5,1
2026-11-19 15:00,TRAT-003,transporte,cana,62.0,3.1,0.6,24.5,4.5,455.1,latossolo,2,1998.0,37,24.4,0
2026-11-19 08:15,COLH-003,transporte,cana,67.8,13.0,11.7,29.9,9.7,315.3,latossolo,2,1589.5,67,20.7,1
2026-11-20 15:00,TRAT-001,campo,soja,38.6,3.4,2.8,29.1,6.6,620.8,latossolo,2,266.0,84,14.1,0
2026-11-21 15:15,COLH-003,campo,milho,59.3,13.2,9.4,25.2,13.2,238.0,argissolo,2,1590.8,29,21.1,0
2026-11-21 07:30,COLH-003,campo,cana,51.3,17.1,6.1,26.0,3.1,298.6,latossolo,1,1592.1,39,7.5,0
2026-11-22 06:45,TRAT-004,campo,soja,70.8,40.0,8.8,31.7,3.3,74.7,argissolo,2,1471.8,94,17.7,1
2026-11-23 06:15,COLH-001,transporte,milho,57.1,19.7,8.3,32.6,8.9,593.3,latossolo,2,1407.6,21,10.2,0
2026-11-23 07:45,PLAN-002,campo,soja,82.4,55.0,10.2,27.0,10.0,87.5,gleissolo,3,1707.3,50,23.2,1
2026-11-24 14:15,TRAT-005,campo,soja,81.3,24.1,1.2,30.8,19.0,66.6,gleissolo,1,1226.8,78,5.4,1
2026-11-25 09:15,COLH-005,campo,cana,89.0,38.2,9.2,32.9,15.3,109.9,gleissolo,5,1129.8,59,20.9,1
2026-11-25 14:45,TRAT-003,campo,cana,82.3,26.0,5.3,22.6,10.7,45.7,gleissolo,1,1998.6,52,27.3,1
2026-11-25 08:30,COLH-005,campo,soja,45.7,23.1,13.9,33.5,11.0,497.1,latossolo,0,1131.4,64,25.4,0
2026-11-25 06:45,COLH-001,campo,soja,37.4,8.9,0.5,27.9,3.1,639.6,latossolo,2,1409.1,24,13.9,0
2026-11-25 15:30,TRAT-004,campo,milho,37.3,20.3,1.6,27.3,17.0,385.6,latossolo,0,1472.7,22,12.5,0
2026-11-26 06:15,TRAT-005,campo,milho,31.3,16.7,14.2,33.5,19.7,332.2,latossolo,0,1228.4,58,15.7,0
2026-11-26 09:45,TRAT-003,campo,soja,65.3,5.5,3.4,22.6,16.9,75.2,argissolo,3,1999.6,81,21.7,1
2026-11-27 09:00,COLH-003,campo,soja,63.4,9.6,1.3,30.4,13.8,87.4,argissolo,3,1593.8,30,15.4,1
2026-11-27 07:15,TRAT-004,campo,milho,67.2,10.7,9.2,23.1,2.4,694.7,latossolo,1,1473.9,72,11.4,0
2026-11-27 08:45,COLH-005,campo,milho,63.1,16.2,5.3,27.0,7.4,110.9,argissolo,0,1133.2,28,5.0,0
2026-11-28 08:45,TRAT-005,transporte,soja,49.7,8.4,0.6,30.0,14.1,288.7,latossolo,0,1229.6,47,12.7,0
2026-11-29 15:30,TRAT-004,campo,soja,89.9,25.4,8.8,32.9,13.6,41.7,gleissolo,1,1475.3,29,20.9,1
2026-11-29 08:45,TRAT-004,campo,soja,52.0,6.3,4.4,32.2,18.3,255.4,latossolo,1,1477.2,51,14.8,0
2026-11-30 09:45,PLAN-001,transporte,cana,63.2,43.7,4.3,33.5,2.6,83.4,argissolo,5,909.7,29,21.8,1
2026-11-30 09:45,PLAN-001,transporte,milho,55.1,27.9,8.9,22.1,18.7,91.4,argissolo,4,910.8,63,16.1,1
2026-12-01 07:30,TRAT-005,campo,soja,41.7,16.0,14.1,25.3,4.0,443.5,latossolo,0,1231.3,87,27.5,0
2026-12-01 06:30,PLAN-002,transporte,milho,52.0,18.1,6.1,29.3,7.5,538.0,latossolo,0,1708.6,85,23.6,0
2026-12-01 07:30,TRAT-001,campo,cana,45.3,16.3,13.1,29.6,11.7,560.2,latossolo,1,267.3,33,11.8,0
2026-12-02 09:15,COLH-003,campo,milho,37.4,21.6,2.8,27.9,15.0,249.8,latossolo,2,1595.5,41,4.5,0
2026-12-02 15:15,TRAT-002,campo,milho,68.8,2.5,2.6,30.7,16.4,650.0,latossolo,2,738.6,17,13.1,0
2026-12-02 07:15,TRAT-002,campo,cana,55.3,36.7,8.1,31.8,17.3,208.5,argissolo,0,739.1,30,7.3,0
2026-12-03 08:30,COLH-005,campo,soja,71.3,5.8,0.2,28.5,3.4,103.5,argissolo,3,1133.8,23,4.0,1
2026-12-03 09:15,COLH-001,campo,soja,88.7,52.2,13.5,27.9,19.8,91.6,gleissolo,1,1411.0,18,27.0,1
2026-12-03 06:30,TRAT-002,transporte,cana,43.4,4.5,2.1,32.7,14.2,385.7,latossolo,2,740.7,41,12.4,0
2026-12-04 08:00,TRAT-001,transporte,soja,59.4,22.9,12.0,33.7,16.6,79.3,argissolo,0,268.1,78,14.3,1
2026-12-04 08:15,TRAT-003,transporte,milho,57.7,10.3,11.9,26.0,16.3,383.1,latossolo,2,2000.8,36,13.2,1
2026-12-05 09:00,PLAN-002,campo,cana,77.4,33.1,3.5,22.0,19.9,188.7,argissolo,0,1710.3,51,17.4,1
2026-12-05 08:30,TRAT-003,campo,soja,93.6,38.9,3.2,24.7,15.3,79.6,gleissolo,0,2002.1,94,20.9,1
2026-12-05 08:00,TRAT-002,campo,soja,36.3,3.7,0.7,24.9,1.7,476.7,latossolo,1,741.4,24,22.4,0
2026-12-05 09:45,COLH-001,campo,cana,59.7,40.2,0.5,31.0,10.8,107.4,argissolo,0,1411.9,55,24.0,1
2026-12-06 14:30,TRAT-004,campo,soja,45.1,23.8,11.1,26.8,2.5,200.6,latossolo,1,1478.8,28,23.7,0
2026-12-06 09:30,COLH-003,transporte,soja,47.0,6.7,0.5,26.4,15.9,354.3,latossolo,1,1596.2,8,9.7,0
2026-12-06 07:00,TRAT-005,campo,soja,63.1,44.1,8.5,28.8,16.1,56.5,argissolo,0,1233.3,11,11.5,1
2026-12-06 08:45,PLAN-001,campo,milho,76.1,8.9,2.0,30.9,3.4,244.8,argissolo,0,912.4,8,18.1,0
2026-12-06 07:15,COLH-005,campo,cana,65.4,20.2,9.8,31.2,4.5,545.2,latossolo,2,1134.6,71,27.8,0
2026-12-07 07:30,TRAT-005,campo,milho,57.3,6.0,5.0,29.3,19.2,542.0,latossolo,2,1235.2,85,27.9,0
2026-12-07 08:00,COLH-005,campo,milho,32.7,14.4,5.3,22.9,14.6,312.6,latossolo,1,1136.0,38,27.7,0
2026-12-08 06:45,TRAT-001,campo,milho,66.7,3.2,1.8,32.1,19.1,621.4,latossolo,1,269.7,15,20.4,0
2026-12-09 14:00,TRAT-004,campo,cana,41.6,4.0,2.0,22.9,8.7,619.2,latossolo,1,1480.8,90,6.2,0
2026-12-10 06:15,TRAT-002,transporte,milho,64.9,17.7,14.9,27.8,14.5,89.9,argissolo,3,742.6,19,10.7,1
2026-12-10 07:15,COLH-001,campo,cana,79.3,36.6,14.7,24.6,5.4,62.5,argissolo,0,1413.4,92,14.2,1
2026-12-10 07:00,TRAT-005,campo,milho,83.4,29.6,13.4,24.2,2.5,70.6,gleissolo,3,1235.8,48,27.1,1
2026-12-10 09:45,COLH-005,campo,soja,93.3,45.7,12.3,28.7,18.0,69.3,gleissolo,1,1138.0,14,21.3,1
2026-12-10 15:30,TRAT-001,campo,milho,81.3,55.6,10.1,25.2,14.9,75.0,gleissolo,3,271.0,21,19.2,1
2026-12-10 07:15,COLH-003,campo,soja,61.3,12.6,10.2,33.5,8.3,93.2,argissolo,2,1596.9,7,11.2,1
2026-12-10 15:45,COLH-003,campo,milho,94.5,35.1,13.9,27.5,8.4,68.3,gleissolo,4,1597.9,81,7.9,1
2026-12-11 15:30,PLAN-002,transporte,soja,77.1,49.2,9.2,26.9,10.7,102.5,gleissolo,4,1712.2,74,6.4,1
2026-12-11 09:15,TRAT-004,transporte,cana,48.8,3.1,4.8,33.0,9.1,257.6,latossolo,2,1482.0,95,22.8,0
2026-12-12 14:30,TRAT-005,transporte,milho,66.4,16.8,0.1,32.9,2.1,646.5,latossolo,0,1236.7,24,23.0,0
2026-12-13 07:45,TRAT-004,campo,milho,63.1,20.0,8.7,23.5,13.3,504.4,latossolo,2,1483.1,27,13.7,0
2026-12-13 07:00,TRAT-003,campo,cana,77.9,41.7,12.6,23.9,7.5,128.4,argissolo,0,2003.2,16,4.6,1
2026-12-13 14:00,PLAN-002,campo,cana,74.0,36.1,2.8,29.8,5.6,246.7,argissolo,0,1713.4,73,24.2,0
2026-12-14 15:00,TRAT-005,campo,soja,72.4,9.1,2.3,29.2,3.5,177.7,argissolo,2,1238.5,38,25.5,1
2026-12-15 07:45,TRAT-002,campo,soja,55.0,5.3,2.1,32.7,13.2,417.6,latossolo,1,743.2,25,8.3,0
2026-12-15 06:30,COLH-001,campo,cana,70.7,15.2,1.8,29.3,11.4,51.0,argissolo,4,1414.3,70,22.3,1
2026-12-16 07:00,COLH-001,campo,soja,63.0,24.3,14.3,26.2,11.7,238.0,argissolo,1,1415.1,64,21.9,1
2026-12-17 08:15,TRAT-004,campo,cana,53.3,19.2,4.7,31.5,19.1,366.1,latossolo,1,1484.1,60,25.2,0
2026-12-18 14:00,PLAN-002,campo,soja,74.0,7.6,0.8,22.4,11.0,124.8,argissolo,4,1715.0,57,11.0,1
2026-12-19 06:00,TRAT-003,transporte,milho,57.2,31.3,5.6,31.4,3.8,121.5,argissolo,2,2003.7,93,4.3,1
2026-12-20 07:00,COLH-003,campo,soja,63.3,29.3,13.3,32.3,2.9,70.6,argissolo,5,1599.1,58,20.4,1
2026-12-21 07:00,COLH-005,campo,milho,36.8,8.2,1.9,28.9,6.8,218.3,latossolo,2,1139.4,78,27.7,0
2026-12-22 09:00,PLAN-001,transporte,soja,48.8,20.7,6.2,25.6,7.4,158.9,latossolo,2,913.5,56,5.9,1
2026-12-23 09:30,COLH-005,campo,cana,82.5,47.8,0.4,22.6,1.7,40.9,gleissolo,0,1141.3,46,24.7,1
2026-12-23 06:15,COLH-001,transporte,cana,92.4,31.7,11.8,23.3,19.0,114.1,gleissolo,0,1416.3,38,11.9,1
2026-12-24 15:15,TRAT-003,campo,soja,60.1,22.2,14.5,27.0,9.8,624.0,latossolo,0,2004.7,71,16.7,0
2026-12-25 08:45,TRAT-004,campo,milho,80.1,14.7,9.7,32.3,14.4,120.6,argissolo,0,1485.2,68,5.4,1
2026-12-25 09:15,COLH-005,campo,soja,85.3,34.1,14.2,30.5,13.6,98.5,gleissolo,4,1142.9,18,25.9,1
2026-12-26 09:15,COLH-003,campo,milho,68.1,14.4,1.5,27.5,3.5,527.4,latossolo,0,1600.3,35,4.4,0
2026-12-27 09:45,COLH-001,campo,cana,36.0,12.6,7.6,22.6,6.5,387.3,latossolo,0,1417.7,11,19.6,0
2026-12-28 08:15,COLH-003,campo,milho,68.0,32.2,9.7,33.5,5.6,148.7,argissolo,0,1601.5,9,17.8,1
2026-12-28 07:45,COLH-003,campo,soja,63.0,13.2,11.8,26.2,6.8,225.9,argissolo,2,1602.4,41,21.6,0
2026-12-29 15:15,TRAT-003,campo,soja,48.2,24.1,10.0,27.1,1.9,332.7,latossolo,1,2006.1,14,8.1,0
2026-12-29 09:00,COLH-005,transporte,milho,52.7,24.8,12.5,28.3,4.6,600.4,latossolo,0,1143.7,17,6.4,0
2026-12-30 09:30,PLAN-001,campo,milho,63.1,7.5,1.7,28.2,13.8,402.3,latossolo,2,915.2,66,6.7,0
2026-12-30 09:15,TRAT-003,campo,soja,68.9,9.0,3.7,24.3,19.2,557.6,latossolo,2,2007.7,18,27.2,0
2026-12-31 08:30,COLH-001,campo,milho,78.8,46.1,10.5,32.0,3.8,54.9,gleissolo,3,1419.3,77,27.2,1
2027-01-01 06:45,TRAT-003,campo,soja,71.7,11.5,7.3,22.8,7.0,108.0,argissolo,3,2009.5,10,9.2,1
2027-01-01 09:30,TRAT-001,campo,cana,77.8,59.5,11.8,28.0,19.2,34.5,gleissolo,4,272.5,24,26.9,1
2027-01-01 09:00,TRAT-005,campo,milho,88.6,37.4,6.0,32.8,18.0,52.4,gleissolo,2,1239.1,81,11.5,1
2027-01-02 15:15,TRAT-005,campo,cana,41.9,23.2,6.9,24.2,16.0,317.7,latossolo,1,1240.4,17,7.3,0
2027-01-03 09:30,COLH-003,campo,milho,31.1,19.2,1.3,23.7,18.3,651.9,latossolo,0,1603.0,79,16.3,0
2027-01-04 09:15,COLH-003,campo,milho,84.2,22.4,0.8,32.0,13.5,108.7,gleissolo,2,1603.7,81,6.3,1
2027-01-05 06:00,PLAN-002,campo,cana,70.5,27.5,14.5,23.6,18.1,190.3,argissolo,5,1716.7,24,11.2,1
2027-01-05 14:15,TRAT-002,campo,soja,57.9,13.2,7.1,32.0,9.7,74.2,argissolo,0,743.7,20,11.2,0
2027-01-05 14:30,PLAN-002,campo,cana,74.1,12.4,12.3,29.9,4.7,136.5,argissolo,5,1717.7,94,17.1,1
2027-01-06 15:00,PLAN-002,campo,cana,62.0,11.6,12.2,23.8,6.7,362.2,latossolo,0,1718.9,77,13.3,0
2027-01-06 06:30,TRAT-003,campo,cana,36.3,12.5,12.9,24.5,18.2,155.0,latossolo,4,2011.2,54,16.3,1
2027-01-06 15:30,COLH-005,campo,soja,42.1,9.8,4.6,29.7,8.5,569.4,latossolo,1,1145.4,82,19.8,0
2027-01-07 15:30,PLAN-002,transporte,milho,57.0,6.2,3.7,24.8,13.8,216.0,argissolo,1,1720.3,91,15.4,1
