N,P,K,temperature,humidity,ph,rainfall,label
21,66,12,30.718466,60.578645,6.510648,61.071333,mothbeans
69,32,37,23.727628,89.005749,6.530771,229.426984,rice
28,14,22,23.915892,98.02531,5.663478,169.657257,coconut
19,30,24,31.48396,52.082339,5.206158,104.124007,mango
27,133,191,27.873808,78.998359,5.035187,76.875835,grapes
20,12,41,19.864973,88.737292,6.752135,117.428988,pomegranate
16,60,22,18.203304,23.852825,5.353145,117.722613,kidneybeans
21,119,193,23.877102,82.243141,6.670514,71.219158,grapes
66,40,51,23.855931,89.696407,6.202655,148.663274,jute
88,40,40,22.983514,84.215919,6.533465,267.126198,rice
112,42,23,26.298133,79.609845,6.867572,86.963956,cotton
21,46,27,27.531763,89.821077,6.684503,42.916492,mungbean
37,58,19,27.319185,71.555851,6.86357,65.868848,blackgram
20,83,35,21.313446,21.267214,6.113802,118.314831,kidneybeans
78,44,31,22.620234,80.457445,6.822849,246.308549,rice
23,137,195,24.479327,78.290508,6.415373,60.485879,grapes
16,128,198,20.269117,98.182648,5.369887,139.922068,apple
20,23,50,21.284162,80.994113,6.089561,98.463916,pomegranate
23,69,20,28.108116,43.829782,5.812013,105.952329,pigeonpeas
68,42,26,25.328275,70.073105,5.863075,78.671831,maize
91,41,15,17.216525,60.088306,5.770764,117.840303,maize
23,126,195,19.643995,83.134829,5.456601,81.593484,apple
20,78,21,25.786993,51.735425,5.616364,135.107993,pigeonpeas
20,17,37,28.692166,96.903767,6.089228,172.154781,coconut
21,78,22,26.80417,62.634608,6.155615,160.474888,pigeonpeas
50,55,55,34.170634,92.626031,7.32334,156.246123,papaya
52,60,38,33.035455,89.949796,6.515302,116.919936,papaya
44,55,72,17.361715,14.180291,7.63179,78.092608,chickpea
24,13,10,21.292585,95.871096,6.784509,108.048122,orange
94,52,39,24.119953,77.798044,7.378301,239.876635,rice
17,17,12,23.085377,98.914807,7.183855,128.272144,orange
17,47,18,23.847975,67.642197,6.838438,42.796149,lentil
23,25,27,33.465609,59.784384,6.057876,85.178453,mango
112,79,46,28.35067,76.146582,6.30865,83.880204,banana
121,54,48,30.851388,80.887378,6.201367,106.996526,banana
70,25,38,26.702224,77.041161,7.557378,168.585129,jute
18,132,196,19.538668,79.238895,5.826584,68.275736,grapes
56,57,42,30.618484,87.51481,7.045757,136.58751,papaya
23,143,201,25.930504,91.585172,6.149927,129.098851,apple
29,128,216,26.129601,81.381401,5.174683,69.710225,grapes
94,14,35,25.639092,84.88898,6.761392,51.689061,watermelon
132,46,11,24.818298,76.618532,7.246108,90.442846,cotton
24,81,24,20.270636,18.766937,5.567822,112.837712,kidneybeans
109,24,57,29.943605,81.410595,6.172245,39.110589,watermelon
17,78,25,28.167089,48.222897,6.031943,134.862149,pigeonpeas
15,63,20,22.106884,56.338941,6.050421,53.20997,lentil
93,14,47,25.725251,93.44882,6.998921,26.083931,muskmelon
103,78,52,28.2783,83.732718,6.413118,106.560148,banana
17,54,18,24.568751,66.263537,7.444853,43.635512,lentil
18,145,201,21.540465,95.519424,5.567009,114.907005,apple
19,74,17,16.886846,28.998336,6.452582,85.61606,kidneybeans
18,24,31,30.035877,52.594265,5.271969,91.418711,mango
91,44,18,21.145798,57.081946,6.040289,60.521195,maize
23,10,6,23.259145,89.602545,8.351107,120.314392,orange
23,26,21,30.228643,41.27283,5.349926,100.832284,mango
23,13,22,27.256587,92.087114,6.116247,196.363386,coconut
88,57,42,26.515194,79.204843,5.902138,182.638393,rice
16,17,4,24.007466,95.012315,6.335518,140.996372,orange
101,22,23,25.73157,56.473226,6.274835,116.649018,coffee
126,59,26,24.999174,84.619457,6.545626,91.644404,cotton
21,69,22,27.44458,56.673195,5.419073,135.460097,pigeonpeas
39,63,15,27.998773,62.753959,7.202266,65.337341,blackgram
92,20,59,26.722255,91.136508,6.287227,46.05909,muskmelon
22,61,15,30.653696,77.32129,6.222324,39.412215,mungbean
84,31,25,23.266429,53.895046,7.017002,190.469031,coffee
101,40,34,22.800911,73.804417,6.189698,213.22602,rice
101,18,51,29.615084,94.83499,5.791241,30.094961,muskmelon
39,76,42,33.37627,93.432811,6.584537,137.199392,papaya
51,52,43,35.590995,92.082414,6.814014,136.872091,papaya
15,35,22,28.071865,87.517622,6.976189,51.65617,mungbean
24,131,202,23.328819,84.668262,5.281977,64.55032,grapes
24,28,26,28.693197,52.575485,5.753131,118.612202,mango
22,52,22,28.503238,87.659092,7.341736,46.149057,mungbean
41,74,88,18.699692,16.388979,6.948807,68.596795,chickpea
78,50,13,19.897359,73.625223,6.284178,98.630014,maize
23,36,32,30.825545,56.395945,6.381536,87.80053,mango
15,9,48,20.183653,94.853504,7.034396,81.280006,pomegranate
20,13,45,27.062456,98.681259,5.17236,162.74776,coconut
20,14,28,30.78832,42.013175,5.428694,107.144863,mango
69,65,14,23.374552,70.270215,6.46552,81.294247,maize
18,18,32,28.79685,96.180593,5.802794,160.095039,coconut
20,50,14,26.438492,64.49235,6.60592,67.562083,mothbeans
100,88,51,30.01973,80.102619,5.826179,116.846591,banana
24,19,17,30.045236,95.080375,5.956818,154.377597,coconut
70,42,40,22.944787,76.097346,6.427425,204.130889,rice
18,63,14,29.446166,47.446874,5.941002,137.592973,pigeonpeas
83,27,28,25.56109,59.114816,6.855259,98.615918,coffee
45,67,71,18.573866,14.765292,7.029929,78.83222,chickpea
22,20,29,32.759257,92.986458,6.497798,174.465849,coconut
20,58,21,26.689482,37.553155,5.455846,140.727889,pigeonpeas
45,52,55,31.55761,97.732842,7.000819,143.410035,papaya
105,16,56,29.501475,91.393601,6.450113,23.814217,muskmelon
17,39,23,26.907726,82.199746,6.122558,44.170902,mungbean
77,43,40,27.171988,74.830939,6.674504,187.618524,rice
109,30,33,28.243394,58.000202,6.353832,191.528246,coffee
33,59,22,29.738917,65.168927,6.730444,64.337734,blackgram
22,17,41,23.982894,87.679003,6.932124,52.849123,pomegranate
26,128,198,26.942386,98.077374,5.231038,120.742966,apple
95,10,48,26.847052,92.321667,6.020817,46.734287,watermelon
45,72,85,17.797629,14.545403,7.29865,78.447231,chickpea
92,8,52,25.744577,87.323304,6.409389,46.695723,watermelon
106,81,60,28.725072,77.108576,5.484312,121.359631,banana
98,27,33,25.041207,69.809672,6.876877,150.995762,coffee
96,28,28,28.614204,52.156593,6.551536,111.103274,coffee
23,60,17,21.024122,25.133562,5.799384,96.037347,kidneybeans
25,49,18,24.976865,52.124043,6.765445,60.603048,mothbeans
80,19,52,23.583134,78.981004,7.114959,65.141104,watermelon
38,59,13,28.953464,69.867111,7.271298,62.041619,blackgram
90,72,55,26.512786,76.984708,5.642727,118.979061,banana
112,38,22,26.173218,84.792855,7.202781,77.997114,cotton
17,75,25,16.407624,18.281957,5.301388,95.249641,kidneybeans
67,45,11,23.598058,70.377568,6.106725,116.479735,maize
94,11,46,28.222789,94.173653,6.60038,18.374555,muskmelon
22,16,15,23.247048,86.564084,7.580771,91.049385,orange
18,24,27,22.934041,98.742347,6.641017,140.011459,pomegranate
80,56,21,21.952395,63.629201,6.271359,84.255555,maize
116,20,57,29.439851,88.630692,6.483404,32.763908,muskmelon
26,134,196,29.270742,81.624386,6.3652,63.981862,grapes
48,66,55,33.946915,88.041946,6.126168,145.130108,papaya
100,12,47,31.481667,94.375233,6.491632,40.168986,muskmelon
17,14,10,22.10115,96.112233,7.086989,128.157048,orange
109,15,48,28.427156,89.986766,6.322628,22.837837,muskmelon
82,46,35,26.20416,84.296126,5.816689,158.685052,jute
21,139,218,22.014255,75.339499,5.099304,67.742978,grapes
83,55,47,24.071578,75.376236,6.679315,153.180973,jute
48,48,38,22.9331,81.678597,7.169079,163.099556,jute
97,33,30,25.487736,56.042805,6.866408,183.911565,coffee
115,40,21,24.065353,79.975848,7.065057,73.552508,cotton
22,17,41,25.122159,89.667987,5.839554,149.860141,pomegranate
112,55,14,21.455614,79.842094,6.591244,66.724571,cotton
19,67,12,21.12851,24.28823,5.875124,121.8653,kidneybeans
23,15,8,21.472334,91.535747,6.826387,121.072548,orange
104,22,28,24.248765,61.044821,6.93365,171.028647,coffee
24,76,13,21.34414,27.315733,6.054723,121.364706,kidneybeans
15,127,192,23.703029,79.452619,6.196407,65.677746,grapes
22,142,223,20.399822,81.58475,5.427816,93.880373,grapes
42,73,87,19.719637,16.276227,7.569029,109.498229,chickpea
18,23,39,29.639712,54.611616,5.576334,88.095399,mango
19,15,38,18.392835,89.767444,7.05605,120.705802,pomegranate
62,52,58,32.914398,88.053455,6.741126,155.981868,papaya
13,80,12,19.566695,20.283022,6.135421,81.028135,kidneybeans
106,24,20,26.814059,69.364061,6.401582,189.554855,coffee
20,19,44,21.489626,95.007727,6.504394,108.157281,pomegranate
18,61,15,30.043592,87.425011,7.204608,42.328109,mungbean
45,48,44,33.039986,82.923903,6.621058,161.487147,papaya
23,64,19,20.216045,25.393724,5.001244,95.899496,kidneybeans
20,54,16,28.926231,55.56666,6.14414,71.152751,mothbeans
22,21,29,24.625427,97.970191,6.374436,198.456114,coconut
19,55,28,24.171516,69.485522,6.565563,49.080099,lentil
13,14,43,20.066295,88.996696,5.686344,110.739804,pomegranate
19,24,33,30.409433,59.757785,6.386084,81.626848,mango
13,70,13,27.922058,68.443763,6.74004,38.548322,lentil
33,82,20,26.886113,63.348906,6.944355,88.455105,blackgram
110,89,63,26.461307,75.256544,5.697804,109.177071,banana
91,17,54,28.007156,79.142863,6.401602,55.467036,watermelon
116,67,59,28.750274,73.535867,6.984318,103.725094,banana
103,23,53,29.296218,87.260071,6.924867,47.764851,watermelon
20,18,6,21.883203,93.897454,7.13684,120.152236,orange
72,56,23,27.216768,69.871425,6.156283,96.813097,maize
17,75,19,23.546897,57.472463,6.542562,29.586199,lentil
88,91,53,29.500098,81.698633,5.957196,70.479788,banana
22,64,19,20.150777,14.321307,5.894465,94.654083,kidneybeans
53,61,44,32.441601,86.641179,6.358432,182.241367,papaya
13,54,19,30.904902,81.618918,5.429318,51.790839,mungbean
24,15,30,28.215758,89.526638,6.028234,139.567518,coconut
122,40,21,21.598542,87.681442,6.271905,98.484257,cotton
16,17,46,30.722638,85.222054,6.724914,92.848954,pomegranate
43,52,50,33.855771,98.576371,6.854022,88.848686,papaya
84,51,15,22.480722,65.17118,5.836654,115.067966,maize
132,48,16,25.898116,82.928693,6.914337,83.99443,cotton
22,148,204,21.204916,85.82471,5.453949,114.464389,apple
27,131,192,26.28984,86.734196,5.434135,51.941295,grapes
104,21,36,27.350449,61.79141,7.342691,170.30725,coffee
85,32,30,27.262018,55.092872,7.058073,180.095719,coffee
99,13,47,25.604367,79.599659,6.314987,54.876799,watermelon
59,59,43,26.11346,74.715915,6.995011,181.881217,jute
40,71,7,27.304067,71.322479,7.01471,66.233537,blackgram
17,19,27,33.369001,50.048868,6.051072,119.969627,mango
119,31,16,23.161298,81.139192,6.740563,64.440107,cotton
83,59,39,26.046965,71.82102,6.728761,238.611412,rice
23,13,6,22.184845,88.628991,7.225799,86.764974,orange
26,133,206,22.808713,86.286721,6.01809,59.808325,grapes
36,68,15,31.018109,72.161368,7.139831,87.425452,blackgram
17,49,16,27.691276,83.254883,6.126931,50.458365,mungbean
81,21,35,26.094543,88.646318,5.919509,41.757316,watermelon
88,49,20,19.20036,71.170029,6.558194,128.265094,maize
11,66,24,22.712508,62.97221,6.829547,17.004861,lentil
21,77,14,21.460432,26.77003,5.188565,109.794777,kidneybeans
27,136,187,17.597882,82.595235,5.814429,55.345814,grapes
80,45,31,23.069032,80.929142,6.079089,231.161429,rice
19,21,9,20.85762,99.9,6.270009,95.225225,orange
37,73,86,19.076814,21.43259,6.843324,78.095108,chickpea
21,148,211,21.119181,77.32897,6.409874,52.965461,grapes
101,17,51,26.558663,90.989385,6.501433,23.44269,muskmelon
17,140,197,21.82701,89.045342,5.592133,119.401164,apple
14,61,25,26.540073,63.12121,7.241761,49.412158,lentil
19,51,23,29.669275,47.785177,6.786338,62.947629,mothbeans
18,50,17,26.507281,50.190554,6.708497,54.594758,mothbeans
75,47,15,21.491794,58.121578,6.230822,119.23417,maize
38,51,84,16.421483,17.179798,7.410951,101.409879,chickpea
18,16,35,22.744415,88.019651,7.408378,81.614178,pomegranate
97,14,38,23.885115,85.892869,6.630104,52.485479,watermelon
16,17,12,21.258764,98.58256,6.874159,140.603712,orange
15,60,24,30.381723,50.922363,6.840024,36.668482,mothbeans
83,48,23,22.398209,65.829082,5.50072,103.326553,maize
22,75,27,25.792039,47.622708,5.144206,141.150578,pigeonpeas
13,13,32,24.389934,87.406953,6.562088,99.384732,pomegranate
25,73,18,24.947262,56.380003,5.414118,181.569371,pigeonpeas
24,134,214,26.328531,76.818966,5.424979,78.683647,grapes
20,39,12,26.721257,60.851396,7.280006,53.430047,mothbeans
23,81,22,18.340371,29.948244,5.687612,99.972933,kidneybeans
22,70,19,28.986614,49.271657,6.9725,55.602716,mothbeans
75,47,49,22.81445,81.116239,6.875202,188.00011,jute
18,136,202,22.259552,94.840982,5.489503,125.2047,apple
119,48,13,19.290618,76.004737,7.475278,85.014132,cotton
20,60,19,21.568652,54.685698,7.046699,42.161253,lentil
90,34,29,25.761896,49.869569,7.206732,174.683203,coffee
104,66,56,26.289782,80.448679,5.86285,79.56903,banana
28,153,201,25.176338,82.806955,6.112148,68.206619,grapes
15,46,18,29.753227,86.182256,6.949363,56.034401,mungbean
51,71,56,36.657028,88.213524,6.826945,146.104921,papaya
67,45,28,24.202107,60.630568,6.529033,112.987109,maize
100,30,38,26.646393,60.104946,6.416768,175.77565,coffee
95,20,50,27.006508,78.004899,4.93104,53.83788,watermelon
11,66,11,29.411989,53.664444,5.986668,179.420125,pigeonpeas
41,76,10,30.518877,64.339969,6.945358,73.507928,blackgram
15,42,23,28.106156,84.141676,6.717744,31.542926,mungbean
37,48,77,21.745496,19.778646,7.686159,99.541961,chickpea
17,75,17,26.766468,45.186653,6.495541,142.575145,pigeonpeas
81,52,42,24.035826,79.138102,6.588587,292.460735,rice
90,28,27,27.812061,55.763313,6.783021,171.670285,coffee
101,27,35,23.583698,61.245219,6.464081,146.22237,coffee
78,44,20,25.284079,56.987878,6.353188,70.997584,maize
18,13,7,20.068408,89.358728,7.779585,124.713103,orange
100,14,42,30.10278,96.481093,6.741513,37.122545,muskmelon
22,133,210,24.540925,93.953488,5.921845,126.146422,apple
45,53,50,33.22109,91.307471,7.23973,173.760326,papaya
39,70,13,29.260661,69.657156,6.277851,70.410141,blackgram
90,23,53,25.81552,84.100425,6.61686,53.802359,watermelon
37,67,81,17.280793,18.272183,7.110464,80.783216,chickpea
11,16,8,20.673483,90.287036,6.770519,109.040284,orange
17,13,35,25.156476,90.750648,6.224706,117.193785,pomegranate
49,61,49,30.911404,94.454085,7.46889,151.184252,papaya
19,124,194,19.571172,94.494802,5.866995,78.895848,apple
17,79,23,19.213912,20.082028,6.01863,111.947772,kidneybeans
19,55,18,21.880766,24.30082,6.100266,105.746605,kidneybeans
104,22,53,25.806764,81.154238,6.70673,72.563496,watermelon
79,45,50,23.0064,88.975185,6.712714,129.110738,jute
19,25,31,28.900585,49.038343,6.097835,104.629207,mango
17,17,46,25.086071,89.513305,7.049242,114.153227,pomegranate
40,65,22,28.474033,65.657753,7.373595,72.101903,blackgram
109,49,24,24.426589,76.093898,7.082481,73.96926,cotton
21,79,23,17.093839,26.20779,5.500776,99.240431,kidneybeans
17,23,15,27.119644,98.316825,5.762696,165.874723,coconut
71,42,45,24.193127,80.180959,6.605307,238.912326,rice
19,68,19,26.339743,71.413539,6.662316,39.838565,lentil
81,49,26,22.913061,61.764756,6.348919,95.865961,maize
39,68,77,17.599995,17.505964,7.476776,64.644014,chickpea
92,22,51,30.024338,87.105458,6.977686,35.408817,muskmelon
21,18,6,24.044758,97.005574,6.960557,150.038449,orange
20,17,40,21.437256,95.048517,5.880206,119.156807,pomegranate
41,72,66,20.690077,15.550817,7.358717,105.183309,chickpea
24,60,21,24.326598,72.845714,7.062422,43.650757,lentil
70,62,19,19.023062,66.224835,6.027579,101.812871,maize
22,58,23,20.128546,18.184242,5.737185,115.294777,kidneybeans
26,19,32,28.632789,93.599828,5.777959,153.442071,coconut
75,19,62,28.933324,88.975576,6.294749,39.159305,muskmelon
104,17,54,23.982072,91.331622,6.897051,37.550722,watermelon
23,36,22,26.72646,45.208397,6.987414,61.094718,mothbeans
71,44,10,21.469234,45.808965,5.666439,100.208293,maize
82,56,24,23.74795,64.638674,5.635616,93.592364,maize
26,46,19,30.191163,63.919036,6.244788,33.136245,mothbeans
32,63,85,16.391421,17.880674,6.757367,87.99645,chickpea
45,65,12,31.187304,64.77074,6.912558,87.29094,blackgram
81,59,38,25.874626,84.063701,7.637143,178.619137,jute
56,50,55,31.799695,92.82429,6.983117,129.810091,papaya
16,73,14,21.432625,23.850365,5.209677,94.83653,kidneybeans
112,17,56,28.718791,97.325154,6.659011,25.107364,muskmelon
18,16,8,22.137001,92.821449,7.016209,125.223481,orange
44,61,16,28.793172,55.226141,6.767964,76.793949,blackgram
20,68,10,22.778542,69.334336,6.966662,57.809899,lentil
60,52,23,21.158724,44.471662,6.081502,92.83608,maize
15,40,20,28.041865,50.225255,6.707666,57.96168,mothbeans
19,17,36,16.776214,91.694135,7.227717,95.179631,pomegranate
12,40,28,27.036436,46.65672,6.820825,71.679063,mothbeans
95,13,52,25.974214,86.653698,6.089099,34.988188,watermelon
104,16,52,26.029966,89.593709,6.770798,52.928618,watermelon
17,44,21,29.196683,82.40868,6.504918,59.74333,mungbean
77,47,31,22.883426,82.74369,5.939603,247.270941,rice
86,19,47,27.828578,92.968502,6.516123,32.15944,muskmelon
21,66,15,28.762815,53.326812,5.43349,176.108856,pigeonpeas
67,48,28,21.707721,83.087445,6.695387,241.141048,rice
100,27,33,26.90805,48.940567,6.835529,219.899628,coffee
21,46,17,30.272175,45.16215,6.51195,47.024422,mothbeans
43,84,79,17.443994,16.451311,7.849951,71.310537,chickpea
127,82,56,23.838749,86.410937,6.210491,95.321331,banana
20,45,19,28.624187,47.739848,6.493648,37.114574,mothbeans
40,83,70,17.54451,18.541724,7.371833,86.259451,chickpea
15,73,26,23.869836,63.851417,7.486713,51.055579,lentil
97,18,55,26.818478,83.772541,6.629913,55.799397,watermelon
23,21,32,31.172054,48.199082,6.154103,108.185212,mango
90,47,43,27.587093,76.98142,6.572633,175.400917,jute
36,63,39,33.685489,91.15317,6.964695,147.563746,papaya
20,76,11,26.663028,65.525251,7.336722,45.297796,lentil
57,61,37,34.710778,87.747989,7.262723,126.542648,papaya
103,17,48,27.218517,90.029314,5.889735,45.03028,watermelon
37,67,100,15.894059,17.761219,7.487077,97.286795,chickpea
17,56,22,25.410125,83.84278,6.854553,57.377642,mungbean
102,19,53,26.630804,95.702671,6.670364,16.434669,muskmelon
18,71,29,19.718192,24.879032,5.382691,90.653454,kidneybeans
17,58,16,26.887246,86.30278,6.974236,47.583514,mungbean
51,70,48,32.888993,94.535923,5.988719,138.262959,papaya
14,70,10,26.862732,40.79011,6.59491,167.227254,pigeonpeas
18,48,20,29.159654,52.088125,6.165456,46.672261,mothbeans
103,25,28,27.540792,65.30714,6.341287,120.726809,coffee
21,53,21,27.851864,88.365769,6.972088,52.074036,mungbean
114,18,60,26.813885,77.732324,7.021934,52.351762,watermelon
25,126,216,21.973938,86.573446,5.973943,73.782923,grapes
40,59,55,19.77312,19.711805,6.354827,65.854039,chickpea
97,21,39,26.672778,78.415411,6.164655,38.873429,watermelon
20,27,22,32.314817,53.993298,6.072936,109.198655,mango
19,13,8,22.860281,92.947928,6.81732,104.536955,orange
19,21,9,21.081081,95.217493,6.878133,122.410018,orange
73,48,39,23.368546,84.756667,6.703003,220.084966,rice
77,40,34,22.476285,81.991593,6.536461,244.300724,rice
15,110,197,24.517265,77.499209,5.464523,78.422089,grapes
86,43,26,23.093999,81.802087,6.024325,119.719276,maize
23,44,16,24.262154,54.320629,7.71683,53.773585,mothbeans
23,70,16,22.597631,63.249069,6.497229,46.478253,lentil
119,44,8,23.951475,81.60896,6.695003,62.680446,cotton
74,44,34,23.03356,83.809202,6.702795,208.33504,rice
25,131,195,21.126197,92.076414,5.868564,117.133553,apple
17,22,9,20.793396,91.063473,6.47982,138.677689,orange
21,116,204,27.079749,83.11193,5.56101,70.668282,grapes
22,69,12,25.394351,48.556163,5.769734,188.450844,pigeonpeas
20,15,31,28.663801,92.086798,5.473685,192.240122,coconut
94,14,28,25.124594,57.401364,7.011416,180.905314,coffee
22,21,10,24.056206,89.776898,7.116906,136.590685,orange
18,8,8,20.52725,93.426592,6.737586,132.232629,orange
18,65,24,21.936909,17.01713,5.921974,94.356302,kidneybeans
130,44,16,21.947988,77.658631,6.078887,69.12621,cotton
97,19,46,27.258298,75.535686,6.092079,60.792597,watermelon
107,72,50,28.773716,72.138789,6.748653,99.336962,banana
123,78,39,26.586051,80.45602,6.125515,93.172105,banana
98,9,42,30.492999,82.138294,6.974971,29.16984,muskmelon
18,17,16,24.791053,92.174176,7.270196,121.550339,orange
21,120,205,22.278827,73.374218,5.751497,84.717246,grapes
26,45,15,28.992167,82.79088,7.292784,46.16782,mungbean
23,84,12,16.340151,29.483861,6.055846,91.975609,kidneybeans
27,129,209,24.418722,83.782712,6.069403,45.929425,grapes
74,53,33,24.494706,88.066274,5.411342,212.093142,rice
64,43,45,24.021141,77.317045,6.469272,247.559521,rice
50,60,45,32.706248,92.695548,7.67595,149.02485,papaya
20,48,19,30.583415,53.197692,6.452182,47.064701,mothbeans
40,68,24,30.368877,74.868431,6.502564,69.631095,blackgram
81,49,51,25.125636,79.992385,6.040634,250.757575,rice
22,51,20,29.274743,87.292742,7.213527,61.949856,mungbean
22,63,18,18.111301,11.750665,5.823589,141.189231,kidneybeans
34,64,25,29.729018,58.583185,7.401735,76.772008,blackgram
17,49,11,27.407916,81.631515,6.754135,58.944474,mungbean
62,49,37,22.684617,84.746705,6.8124,263.938404,rice
13,60,21,27.931815,64.714848,7.031124,55.524782,lentil
90,77,41,25.755669,75.249579,5.539821,133.389114,banana
22,57,26,20.622501,20.522891,5.957355,78.356472,kidneybeans
86,46,34,23.813707,79.591353,6.790048,231.588279,rice
50,49,66,32.7583,95.024465,7.007686,140.208097,papaya
71,48,22,20.78564,66.694134,5.997847,72.769644,maize
22,63,21,20.688448,21.062369,5.586494,94.641884,kidneybeans
88,90,52,30.027564,80.338113,5.55281,100.728135,banana
35,63,85,19.993467,16.283204,7.15327,75.123628,chickpea
52,63,80,21.98422,23.018279,8.124601,99.125493,chickpea
19,32,28,32.062046,49.518625,5.777659,89.339202,mango
118,16,51,28.56598,89.813277,7.149412,20.778389,muskmelon
98,12,39,23.58937,82.207326,6.646642,43.042823,watermelon
42,66,22,29.572853,57.294433,6.930231,80.58637,blackgram
103,79,43,25.915026,79.541849,4.459566,90.974209,banana
74,46,45,25.801541,78.018424,6.646674,167.023427,jute
93,24,20,25.838956,55.487766,7.186511,122.815098,coffee
22,8,18,29.037097,93.159485,5.404857,207.771141,coconut
122,58,20,24.260077,80.190592,7.61281,74.466753,cotton
17,50,21,30.58547,46.152791,7.192552,56.904221,mothbeans
49,76,75,21.462033,17.203567,7.641109,88.270992,chickpea
21,47,14,30.615628,83.643551,6.325761,47.220821,mungbean
44,51,48,36.040385,92.379837,6.522713,112.487701,papaya
17,31,20,29.786351,52.967657,6.716861,49.406378,mothbeans
111,44,21,21.427114,78.030949,6.945055,80.700226,cotton
22,47,25,25.753194,88.079609,7.447527,53.197056,mungbean
93,16,60,30.435611,94.00962,6.144062,17.313764,muskmelon
76,88,57,24.228309,81.105937,6.08049,103.537854,banana
23,130,197,25.140176,97.480029,5.78715,100.38273,apple
100,61,38,25.157356,84.881504,6.947453,207.052296,rice
99,13,54,28.619591,91.092032,6.942585,14.998272,muskmelon
77,44,23,23.618558,81.376262,6.678483,291.468683,rice
18,44,23,28.184506,83.433333,7.366141,40.438302,mungbean
88,17,55,23.297547,89.519989,6.348988,63.576131,watermelon
123,53,19,26.341244,69.907767,6.477477,82.458071,cotton
39,70,83,20.190431,18.666813,7.335832,78.039924,chickpea
74,15,63,24.647875,83.137551,6.386896,39.79103,watermelon
19,66,21,20.271786,13.122799,5.80808,92.228903,kidneybeans
118,13,58,25.427566,84.581308,5.885388,48.152106,watermelon
20,14,29,22.728139,96.087119,5.751305,167.594907,coconut
20,60,15,24.705835,51.415736,7.569377,50.417467,lentil
22,119,201,21.772049,84.661338,6.783842,58.201419,grapes
20,12,9,22.37893,91.863402,6.713442,97.220299,orange
83,43,23,25.031386,70.17448,5.67191,70.457256,maize
83,41,45,24.160949,85.551448,6.651852,211.13015,rice
93,43,21,22.558943,74.707146,7.310773,74.382625,maize
38,65,81,20.531474,19.58142,7.066769,78.493174,chickpea
86,43,41,23.718889,82.690704,6.090796,236.735305,rice
14,44,19,27.404641,46.595817,6.74004,53.692948,mothbeans
85,49,58,25.379362,81.78833,6.017784,187.80661,rice
95,22,57,26.338528,79.07667,6.480036,45.100846,watermelon
23,12,37,30.263178,92.631659,5.877468,192.056956,coconut
75,53,24,20.635026,54.550136,5.565518,95.159827,maize
81,53,26,23.091303,70.87203,6.264106,113.802344,maize
20,58,22,22.641727,58.495879,6.761291,40.142073,lentil
38,65,14,25.785323,61.991142,6.977352,51.821875,blackgram
87,35,17,23.54303,77.724192,6.2737,73.896009,maize
82,63,45,23.210965,87.104856,6.23677,174.856264,rice
76,42,34,27.2923,87.421006,7.173898,187.310933,jute
26,14,30,27.766908,96.658048,5.805753,180.755274,coconut
17,49,26,29.372332,51.225517,7.00288,48.593348,mothbeans
18,17,34,24.757582,99.9,5.811426,179.549736,coconut
17,15,38,22.350737,86.940527,5.761869,143.111489,pomegranate
86,42,31,25.054414,62.601349,5.300238,130.818851,maize
34,59,86,22.321227,16.686652,7.232471,82.050782,chickpea
89,15,41,24.702183,83.475559,6.538702,34.852501,watermelon
21,65,19,28.479306,37.543863,6.327321,150.45361,pigeonpeas
104,12,61,21.880674,82.360752,6.462292,55.12356,watermelon
18,55,24,22.82582,64.947677,7.078615,47.996104,lentil
88,15,33,27.397425,89.227486,6.746971,19.612686,muskmelon
92,52,33,22.91322,84.257498,5.911149,257.389953,rice
83,27,28,27.185807,46.478359,6.816472,171.84188,coffee
21,84,13,23.820482,66.689645,7.214562,40.404537,lentil
34,70,8,29.516086,66.096152,7.21784,79.683467,blackgram
105,11,64,27.15146,92.205334,6.632245,20.4772,muskmelon
76,56,20,22.975754,62.291102,6.277222,91.156035,maize
17,66,23,27.313946,45.480812,5.889687,163.292196,pigeonpeas
80,53,29,24.51504,79.649505,6.628239,213.102225,rice
17,49,23,24.968226,55.497886,7.272974,46.848997,mothbeans
105,12,48,28.028968,94.123909,6.0523,35.01558,muskmelon
100,14,51,26.214998,89.320365,6.758319,16.874694,muskmelon
21,138,202,23.482963,81.952011,5.508791,47.541514,grapes
15,24,48,20.733565,87.685319,5.190933,77.368385,pomegranate
90,19,51,20.55679,86.813412,6.656731,51.201211,watermelon
79,57,38,22.557034,79.465061,6.367212,189.862725,jute
131,39,27,27.959609,70.345498,6.936953,74.004553,cotton
119,33,14,29.035239,82.397375,6.601375,86.273226,cotton
36,64,16,28.096945,63.916881,7.208321,55.353974,blackgram
15,9,32,21.952732,85.675731,6.466361,85.506779,pomegranate
21,75,17,20.347095,29.81663,5.697701,89.116386,kidneybeans
42,66,86,21.274772,24.768691,7.531853,85.886945,chickpea
45,66,55,33.330778,87.769148,6.904294,122.641011,papaya
37,59,77,18.283931,19.338982,7.824123,101.935257,chickpea
81,20,57,27.260323,86.591369,6.588076,61.323894,watermelon
115,21,53,32.514981,89.190544,7.25505,17.278287,muskmelon
86,43,27,28.347245,62.297292,6.121799,114.06769,maize
100,37,37,27.619016,63.446405,6.283933,175.574843,coffee
