timestamp,n,p,k,ph,umidade,bomba
2026-04-23 16:06:00,0,1,0,6.71,37.5,0
2026-04-23 16:08:00,0,1,0,6.68,37.6,0
2026-04-23 16:10:00,0,1,0,6.64,38.4,0
2026-04-23 16:12:00,0,1,0,6.71,37.0,0
2026-04-23 16:14:00,0,1,0,6.75,37.7,0
2026-04-23 16:16:00,0,1,0,6.75,38.3,0
2026-04-23 16:18:00,0,1,0,6.68,37.7,0
2026-04-23 16:20:00,0,1,0,6.65,36.8,0
2026-04-23 16:22:00,0,1,0,6.53,36.6,0
2026-04-23 16:24:00,0,1,0,6.57,36.6,0
2026-04-23 16:26:00,0,1,0,6.56,35.2,0
2026-04-23 16:28:00,0,1,0,6.55,35.4,0
2026-04-23 16:30:00,0,1,0,6.54,36.5,0
2026-04-23 16:32:00,0,1,0,6.51,35.6,0
2026-04-23 16:34:00,0,1,0,6.45,34.1,0
2026-04-23 16:36:00,0,1,0,6.45,34.7,0
2026-04-23 16:38:00,0,1,0,6.52,33.9,0
2026-04-23 16:40:00,0,1,0,6.48,34.5,0
2026-04-23 16:42:00,0,1,0,6.51,34.4,0
2026-04-23 16:44:00,0,1,0,6.44,34.9,0
2026-04-23 16:46:00,0,1,0,6.49,35.8,0
2026-04-23 16:48:00,0,1,0,6.45,35.3,0
2026-04-23 16:50:00,0,1,0,6.44,35.0,0
2026-04-23 16:52:00,0,1,0,6.46,35.3,0
2026-04-23 16:54:00,0,1,0,6.53,33.5,0
2026-04-23 16:56:00,0,1,0,6.44,33.3,0
2026-04-23 16:58:00,0,1,0,6.41,32.6,0
2026-04-23 17:00:00,0,1,0,6.42,32.2,0
2026-04-23 17:02:00,0,1,0,6.38,31.5,0
2026-04-23 17:04:00,0,1,0,6.35,32.5,0
2026-04-23 17:06:00,0,1,0,6.36,32.6,0
2026-04-23 17:08:00,0,1,0,6.27,32.0,0
2026-04-23 17:10:00,0,1,0,6.23,32.9,0
2026-04-23 17:12:00,0,1,0,6.21,32.9,0
2026-04-23 17:14:00,0,1,0,6.21,32.8,0
2026-04-23 17:16:00,0,1,0,6.23,32.1,0
2026-04-23 17:18:00,0,1,0,6.28,30.4,0
